reg_no | back_codes | back_names
22101151031 | 101407 | Mechanical Engineering
22101151033 | 101404,101405,101406,101407,101408,100408P | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101151034 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101151036 | 101404,101405,101407,100408P | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101151037 | 101406,101407 | Materials, Testing & Evaluation,Mechanical Engineering
22101151038 | 101404,101406,101407,101408,100408P | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101151039 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101151044 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101151045 | 101404,101407,100408P | Introduction to Fluid Mechanics,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101151046 | 101406,101407,100408P | Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101151047 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102151001 | 102401 | Applied Thermodynamics
22102151003 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102151004 | 102405 | Strength of Materials
22102151006 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102151007 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102151008 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102151012 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102151013 | 102401,102405,100408P | Applied Thermodynamics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22103151010 | 100403 | Digital Electronics
22103151012 | 103401 | Electrical and Electronics Measurement
22155151001 | 105401,105403 | Computer Organization & Architecture,Operating Systems
22155151002 | 105403 | Operating Systems
22155151017 | 105403 | Operating Systems
22155151026 | 100403 | Digital Electronics
22155151030 | 100403,105403 | Digital Electronics,Operating Systems
22101152004 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152013 | 101401,100408P | Civil Engineering - Societal & Global Impact,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152014 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152015 | 101405,101406,100408P | Introduction to Solid Mechanics,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152017 | 101407 | Mechanical Engineering
22101152019 | 101404 | Introduction to Fluid Mechanics
22101152021 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152022 | 101407 | Mechanical Engineering
22101152025 | 101403,101407,100408P | Engineering Geology,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152031 | 101405,101407 | Introduction to Solid Mechanics,Mechanical Engineering
22101152034 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152038 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152039 | 101402,100408P | Disaster Preparedness & Planning,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152041 | 101402,101406,101407 | Disaster Preparedness & Planning,Materials, Testing & Evaluation,Mechanical Engineering
22101152042 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152043 | 101407,101408,100408P | Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152051 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152055 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152056 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152057 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152058 | 101405,101407 | Introduction to Solid Mechanics,Mechanical Engineering
22101152061 | 101405,101406 | Introduction to Solid Mechanics,Materials, Testing & Evaluation
22101152063 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152065 | 101405 | Introduction to Solid Mechanics
22101152066 | 101404,101406,101407,100408P | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152071 | 101405,101406,101408,100408P | Introduction to Solid Mechanics,Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152072 | 101404,101406,101407,101408 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis
22101152074 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152075 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
22101152076 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
22101152078 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152080 | 101401,101406 | Civil Engineering - Societal & Global Impact,Materials, Testing & Evaluation
22101152083 | 101406 | Materials, Testing & Evaluation
22101152086 | 101404,101405,101406,100408P | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152087 | 101407,101408 | Mechanical Engineering,Structural Analysis
22101152089 | 101408 | Structural Analysis
22101152091 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152092 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152096 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152097 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101152098 | 101407 | Mechanical Engineering
22101152099 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102152001 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22103152002 | 100403,103401,103404 | Digital Electronics,Electrical and Electronics Measurement,Signals and Systems
22103152003 | 103402 | Electrical Machines – II
22103152004 | 100401,100403,103404 | Biology for Engineers,Digital Electronics,Signals and Systems
22103152006 | 100401 | Biology for Engineers
22103152022 | 100401,100403,103404 | Biology for Engineers,Digital Electronics,Signals and Systems
22103152023 | 103404 | Signals and Systems
22103152024 | 103402 | Electrical Machines – II
22103152027 | 100403 | Digital Electronics
22103152029 | 100403,103401 | Digital Electronics,Electrical and Electronics Measurement
22103152032 | 100403,103404 | Digital Electronics,Signals and Systems
22103152035 | 103402 | Electrical Machines – II
22101153001 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering
22101153002 | 101401,101404,101406,100408P | Civil Engineering - Societal & Global Impact,Introduction to Fluid Mechanics,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153006 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153007 | 101404,101406,101407 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering
22101153010 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153011 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153013 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153014 | 101404,101406,101407,100408P | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153015 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153016 | 101405,101407,101408,100408P | Introduction to Solid Mechanics,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153019 | 101404,101407,101408 | Introduction to Fluid Mechanics,Mechanical Engineering,Structural Analysis
22101153020 | 101405,100408P | Introduction to Solid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153022 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153023 | 101404,101408,100408P | Introduction to Fluid Mechanics,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153024 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153025 | 101404,101408,100408P | Introduction to Fluid Mechanics,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153028 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153029 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
22101153030 | 101403,101404,101406 | Engineering Geology,Introduction to Fluid Mechanics,Materials, Testing & Evaluation
22101153034 | 101403 | Engineering Geology
22101153037 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
22101153039 | 101403,101404,101406,101408 | Engineering Geology,Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Structural Analysis
22101153040 | 101406,101407,101408 | Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis
22101153041 | 101402,101403,101408 | Disaster Preparedness & Planning,Engineering Geology,Structural Analysis
22101153042 | 101403,101404,101406,101408,100408P | Engineering Geology,Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153045 | 101404,101405,101406,101407,100408P | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101153046 | 101407 | Mechanical Engineering
22101153053 | 101406,101407 | Materials, Testing & Evaluation,Mechanical Engineering
22101153054 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
22102153001 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102153002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102153003 | 102401,100408P | Applied Thermodynamics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22103153001 | 100401 | Biology for Engineers
22103153005 | 100401,100403 | Biology for Engineers,Digital Electronics
22103153013 | 100403 | Digital Electronics
22103153014 | 100403 | Digital Electronics
22103153016 | 100403,103403,103404 | Digital Electronics,Mathematics – III (Probability and Statistics),Signals and Systems
22103153018 | 103401,103403 | Electrical and Electronics Measurement,Mathematics – III (Probability and Statistics)
22103153021 | 100403,103403,103404 | Digital Electronics,Mathematics – III (Probability and Statistics),Signals and Systems
22103153030 | 103403 | Mathematics – III (Probability and Statistics)
22103153032 | 100403,103404 | Digital Electronics,Signals and Systems
22103153033 | 103404 | Signals and Systems
22103153035 | 103404 | Signals and Systems
22153153014 | 100403 | Digital Electronics
22153153025 | 100403 | Digital Electronics
22153153030 | 100404 | Discrete Mathematics
22153153036 | 100403 | Digital Electronics
22153153037 | 100403,100404 | Digital Electronics,Discrete Mathematics
22153153040 | 100403 | Digital Electronics
22153153042 | 100404 | Discrete Mathematics
22153153044 | 100403 | Digital Electronics
22153153045 | 100403,100407,105401 | Digital Electronics,Human Resource Development and Organizational Behavior,Computer Organization & Architecture
22153153046 | 100403,105401 | Digital Electronics,Computer Organization & Architecture
22153153053 | 100403,105401 | Digital Electronics,Computer Organization & Architecture
22101154003 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154005 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154010 | 101404 | Introduction to Fluid Mechanics
22101154012 | 101405,101407 | Introduction to Solid Mechanics,Mechanical Engineering
22101154014 | 101406,101407,100408P | Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154015 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154019 | 101408 | Structural Analysis
22101154022 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154025 | 101404 | Introduction to Fluid Mechanics
22101154026 | 101407 | Mechanical Engineering
22101154030 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154031 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154033 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154034 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154035 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154036 | 101406 | Materials, Testing & Evaluation
22101154037 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154040 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154042 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154043 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154044 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154046 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154047 | 101407 | Mechanical Engineering
22101154051 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154053 | 101407,101408 | Mechanical Engineering,Structural Analysis
22101154054 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154063 | 101408 | Structural Analysis
22101154064 | 101404,101408,100408P | Introduction to Fluid Mechanics,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154065 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154068 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
22101154071 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154073 | 101401,101407,101408 | Civil Engineering - Societal & Global Impact,Mechanical Engineering,Structural Analysis
22101154074 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154075 | 101401,101404,101406,100408P | Civil Engineering - Societal & Global Impact,Introduction to Fluid Mechanics,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101154077 | 101406,101407 | Materials, Testing & Evaluation,Mechanical Engineering
22101154082 | 101405,101408 | Introduction to Solid Mechanics,Structural Analysis
22101154085 | 101404,101407,100408P | Introduction to Fluid Mechanics,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102154002 | 102403,102404 | Fluid Mechanics,Instrumentation & Control
22103154002 | 103404 | Signals and Systems
22103154003 | 103404 | Signals and Systems
22103154004 | 100403 | Digital Electronics
22103154010 | 103401,103403,103404 | Electrical and Electronics Measurement,Mathematics – III (Probability and Statistics),Signals and Systems
22103154016 | 100401,103401,103404 | Biology for Engineers,Electrical and Electronics Measurement,Signals and Systems
22155154026 | 100403,105403 | Digital Electronics,Operating Systems
22155154034 | 100404 | Discrete Mathematics
22155154038 | 105403 | Operating Systems
22101155001 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155002 | 101407 | Mechanical Engineering
22101155004 | 101406 | Materials, Testing & Evaluation
22101155011 | 101408 | Structural Analysis
22101155013 | 101401,100408P | Civil Engineering - Societal & Global Impact,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155015 | 101401,101404 | Civil Engineering - Societal & Global Impact,Introduction to Fluid Mechanics
22101155018 | 101404 | Introduction to Fluid Mechanics
22101155024 | 101406,101407,101408 | Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis
22101155027 | 101407 | Mechanical Engineering
22101155028 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155031 | 101404,101408,100408P | Introduction to Fluid Mechanics,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155034 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155038 | 101401,100408P | Civil Engineering - Societal & Global Impact,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155039 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155046 | 101404,101406,100408P | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155047 | 101401,100408P | Civil Engineering - Societal & Global Impact,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155048 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101155050 | 101401,101403,101406,101408 | Civil Engineering - Societal & Global Impact,Engineering Geology,Materials, Testing & Evaluation,Structural Analysis
22101155052 | 101403 | Engineering Geology
22103155003 | 103402 | Electrical Machines – II
22103155006 | 100403,103404 | Digital Electronics,Signals and Systems
22103155007 | 100403 | Digital Electronics
22103155011 | 100403,103402 | Digital Electronics,Electrical Machines – II
22103155013 | 103404 | Signals and Systems
22103155020 | 100403 | Digital Electronics
22103155022 | 103401,103404 | Electrical and Electronics Measurement,Signals and Systems
22103155031 | 103402 | Electrical Machines – II
22104155003 | 104401 | Analog Circuits
22104155005 | 104401 | Analog Circuits
22104155007 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104155022 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104155024 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104155027 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104155028 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104155029 | 104401 | Analog Circuits
22104155030 | 104403 | Digital Circuits
22104155031 | 104401 | Analog Circuits
22104155040 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104155043 | 104403 | Digital Circuits
22101156002 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101156003 | 101407 | Mechanical Engineering
22101156005 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101156009 | 101403,101406,101407 | Engineering Geology,Materials, Testing & Evaluation,Mechanical Engineering
22101156013 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101156015 | 101407 | Mechanical Engineering
22101156018 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101156019 | 101403,101407 | Engineering Geology,Mechanical Engineering
22101156026 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101156029 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101156030 | 101406 | Materials, Testing & Evaluation
22101156040 | 101407 | Mechanical Engineering
22101156045 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering
22101156046 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101156047 | 101403,101407,100408P | Engineering Geology,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101156050 | 101407 | Mechanical Engineering
22101156055 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102156003 | 102402,102403,102405,100408P | Engineering Materials,Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102156004 | 102401,102405 | Applied Thermodynamics,Strength of Materials
22103156010 | 100401,103404 | Biology for Engineers,Signals and Systems
22103156015 | 100403,103402 | Digital Electronics,Electrical Machines – II
22103156018 | 100403 | Digital Electronics
22103156022 | 100401 | Biology for Engineers
22103156023 | 100403,103403 | Digital Electronics,Mathematics – III (Probability and Statistics)
22101157007 | 101407 | Mechanical Engineering
22101157008 | 101404,101405,101406,101407 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering
22101157009 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157010 | 101407 | Mechanical Engineering
22101157013 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157016 | 101404 | Introduction to Fluid Mechanics
22101157020 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157021 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157022 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157023 | 101408 | Structural Analysis
22101157027 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157028 | 101403,101407,100408P | Engineering Geology,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157029 | 101406,101407,100408P | Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157030 | 101405 | Introduction to Solid Mechanics
22101157032 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157036 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157037 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157040 | 101404,101407,101408 | Introduction to Fluid Mechanics,Mechanical Engineering,Structural Analysis
22101157042 | 101407 | Mechanical Engineering
22101157043 | 101407 | Mechanical Engineering
22101157044 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101157045 | 101404,101407,100408P | Introduction to Fluid Mechanics,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22103157001 | 100403 | Digital Electronics
22103157002 | 100401 | Biology for Engineers
22103157004 | 100401,103402 | Biology for Engineers,Electrical Machines – II
22103157006 | 100403,103401 | Digital Electronics,Electrical and Electronics Measurement
22103157009 | 100403 | Digital Electronics
22103157011 | 100401 | Biology for Engineers
22104157005 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104157008 | 104401,104402,104404,100408P | Analog Circuits,Analog Communication,Electromagnetic Theory,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104157009 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104157012 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104157013 | 104402,100408P | Analog Communication,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104157014 | 104401 | Analog Circuits
22104157015 | 104401,100408P | Analog Circuits,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104157019 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104157020 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158001 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158002 | 101405,101407,100408P | Introduction to Solid Mechanics,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158004 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158005 | 101402,101404,101407 | Disaster Preparedness & Planning,Introduction to Fluid Mechanics,Mechanical Engineering
22101158006 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158008 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158009 | 101406,101408 | Materials, Testing & Evaluation,Structural Analysis
22101158010 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158011 | 101406,101407 | Materials, Testing & Evaluation,Mechanical Engineering
22101158012 | 101401,101408,100408P | Civil Engineering - Societal & Global Impact,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158014 | 101405,100408P | Introduction to Solid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158015 | 101407,101408 | Mechanical Engineering,Structural Analysis
22101158017 | 101407 | Mechanical Engineering
22101158018 | 101406,101408,100408P | Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158019 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158020 | 101406,101408,100408P | Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158021 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158022 | 101407,101408 | Mechanical Engineering,Structural Analysis
22101158023 | 101403,101407,101408 | Engineering Geology,Mechanical Engineering,Structural Analysis
22101158029 | 101406,101408,100408P | Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158030 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158031 | 101403 | Engineering Geology
22101158035 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158037 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158040 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158046 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158051 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158055 | 101406,101408,100408P | Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158057 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158058 | 101407,101408 | Mechanical Engineering,Structural Analysis
22101158059 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158060 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158067 | 101401,101406,101407,100408P | Civil Engineering - Societal & Global Impact,Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158068 | 101406 | Materials, Testing & Evaluation
22101158070 | 101407,101408 | Mechanical Engineering,Structural Analysis
22101158072 | 101405,101408,100408P | Introduction to Solid Mechanics,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158073 | 101403,101406,101408 | Engineering Geology,Materials, Testing & Evaluation,Structural Analysis
22101158076 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158077 | 101401,101408 | Civil Engineering - Societal & Global Impact,Structural Analysis
22101158079 | 101405 | Introduction to Solid Mechanics
22101158083 | 101403,100408P | Engineering Geology,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101158084 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102158004 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102158005 | 102403,100408P | Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22103158002 | 103401 | Electrical and Electronics Measurement
